fuel_id,vehicle_id,fill_date,fuel_type,litres,km_driven,cost_inr,station,km_per_litre,fill_year,fill_month,cost_per_km
2943,VH385,2022-09-05,Petrol,32.36,359.2,3524.07,Reliance,11.1,2022,9,9.81
2944,VH178,2022-09-06,Petrol,50.57,630.7,2479.06,Shell,12.47,2022,9,3.93
2946,VH318,2022-09-06,Petrol,43.42,616.6,2762.55,Shell,14.2,2022,9,4.48
2947,VH391,2022-09-06,Petrol,37.39,510.5,1505.96,Shell,13.65,2022,9,2.95
2948,VH151,2022-09-06,Petrol,16.31,220.2,5736.43,Indian Oil,13.5,2022,9,26.05
2949,VH099,2022-09-07,Petrol,49.7,501.0,3436.12,Reliance,10.08,2022,9,6.86
2950,VH447,2022-09-07,Petrol,54.71,413.0,1872.81,Indian Oil,7.55,2022,9,4.53
2951,VH029,2022-09-07,CNG,37.39,620.6,2242.31,BPCL,16.6,2022,9,3.61
2952,VH150,2022-09-07,Petrol,40.15,653.6,2955.02,BPCL,16.28,2022,9,4.52
2953,VH208,2022-09-08,Diesel,30.69,343.2,3982.62,BPCL,11.18,2022,9,11.6
2954,VH349,2022-09-08,Diesel,17.28,592.1,4666.72,BPCL,34.27,2022,9,7.88
2955,VH262,2022-09-08,Diesel,33.8,354.9,2885.33,Shell,10.5,2022,9,8.13
2956,VH210,2022-09-08,Diesel,43.98,347.8,5809.27,BPCL,7.91,2022,9,16.7
2957,VH413,2022-09-08,Diesel,56.36,296.3,4921.4,Indian Oil,5.26,2022,9,16.61
2958,VH089,2022-09-09,Diesel,42.92,539.2,5216.09,Reliance,12.56,2022,9,9.67
2959,VH237,2022-09-09,Petrol,37.39,330.8,2956.41,Reliance,8.85,2022,9,8.94
2960,VH248,2022-09-09,CNG,20.47,432.4,3214.33,Indian Oil,21.12,2022,9,7.43
2961,VH258,2022-09-09,CNG,24.47,606.1,3921.28,HP,24.77,2022,9,6.47
2962,VH492,2022-09-09,Diesel,58.66,596.0,3532.64,HP,10.16,2022,9,5.93
2963,VH192,2022-09-10,Petrol,54.93,627.7,2669.51,HP,11.43,2022,9,4.25
2964,VH096,2022-09-10,Petrol,25.59,280.5,5987.72,HP,10.96,2022,9,21.35
2965,VH036,2022-09-10,Diesel,42.94,493.4,5317.61,Shell,11.49,2022,9,10.78
2966,VH096,2022-09-10,Diesel,31.32,657.4,2570.94,Shell,20.99,2022,9,3.91
2967,VH489,2022-09-10,Diesel,36.09,221.0,5515.79,Reliance,6.12,2022,9,24.96
2968,VH404,2022-09-11,Diesel,53.74,597.3,4140.99,Reliance,11.11,2022,9,6.93
2969,VH439,2022-09-11,Diesel,48.11,323.1,1556.53,Shell,6.72,2022,9,4.82
2970,VH037,2022-09-11,Petrol,25.73,534.8,3057.68,Shell,20.79,2022,9,5.72
2971,VH234,2022-09-11,Diesel,37.39,558.7,1615.8,Reliance,14.94,2022,9,2.89
2972,VH102,2022-09-11,Petrol,37.39,662.8,1894.97,Indian Oil,17.73,2022,9,2.86
2973,VH481,2022-09-12,Diesel,50.13,454.4,2305.4,Shell,9.06,2022,9,5.07
2974,VH180,2022-09-12,Petrol,37.05,624.1,3679.79,Indian Oil,16.84,2022,9,5.9
2976,VH070,2022-09-12,Petrol,51.75,410.3,2170.48,Indian Oil,7.93,2022,9,5.29
2977,VH406,2022-09-13,CNG,24.5,419.8,3275.5,Indian Oil,17.13,2022,9,7.8
2978,VH469,2022-09-13,Diesel,50.37,469.1,2869.53,Shell,9.31,2022,9,6.12
2979,VH467,2022-09-13,Petrol,37.77,440.7,3345.7,BPCL,11.67,2022,9,7.59
2980,VH107,2022-09-13,Diesel,26.42,684.0,2275.4,HP,25.89,2022,9,3.33
2981,VH271,2022-09-13,Diesel,31.35,239.3,4243.7,Indian Oil,7.63,2022,9,17.73
2982,VH354,2022-09-14,Diesel,58.75,332.5,1700.39,BPCL,5.66,2022,9,5.11
2983,VH047,2022-09-14,Diesel,36.78,452.0,3245.45,BPCL,12.29,2022,9,7.18
2984,VH455,2022-09-14,Petrol,47.38,422.7,5526.99,Shell,8.92,2022,9,13.08
2985,VH465,2022-09-14,Petrol,36.47,485.6,3388.52,BPCL,13.32,2022,9,6.98
2986,VH108,2022-09-14,Petrol,37.39,240.5,3484.86,HP,6.43,2022,9,14.49
2987,VH364,2022-09-15,Diesel,50.84,342.0,1806.04,Shell,6.73,2022,9,5.28
2989,VH308,2022-09-15,Diesel,18.24,268.8,5713.81,Shell,14.74,2022,9,21.26
2990,VH423,2022-09-15,Petrol,27.55,516.7,2812.25,Indian Oil,18.75,2022,9,5.44
2991,VH002,2022-09-15,Petrol,37.85,581.8,3269.63,Shell,15.37,2022,9,5.62
2992,VH219,2022-09-16,CNG,29.24,635.0,4146.71,BPCL,21.72,2022,9,6.53
2993,VH045,2022-09-16,CNG,50.26,325.7,1919.45,HP,6.48,2022,9,5.89
2994,VH408,2022-09-16,Petrol,20.16,366.4,5776.28,Shell,18.17,2022,9,15.76
2995,VH233,2022-09-16,Diesel,50.9,484.7,3604.19,Reliance,9.52,2022,9,7.44
2996,VH189,2022-09-16,Diesel,42.8,241.8,2017.93,BPCL,5.65,2022,9,8.35
2997,VH367,2022-09-17,Diesel,28.02,452.0,3008.52,Shell,16.13,2022,9,6.66
2998,VH348,2022-09-17,Petrol,30.5,441.6,3182.24,BPCL,14.48,2022,9,7.21
2999,VH122,2022-09-17,Petrol,23.23,682.8,3054.2,Reliance,29.39,2022,9,4.47
3000,VH495,2022-09-17,CNG,26.37,258.7,4619.51,BPCL,9.81,2022,9,17.86
3001,VH065,2022-09-18,CNG,47.28,266.6,3054.84,BPCL,5.64,2022,9,11.46
3002,VH437,2022-09-18,Diesel,31.91,374.3,2957.34,Shell,11.73,2022,9,7.9
3003,VH372,2022-09-18,CNG,45.94,303.4,2949.4,BPCL,6.6,2022,9,9.72
3004,VH149,2022-09-18,Diesel,38.13,548.3,5000.32,Shell,14.38,2022,9,9.12
3005,VH249,2022-09-18,Petrol,21.54,673.4,2887.72,HP,31.26,2022,9,4.29
3006,VH383,2022-09-19,Petrol,37.46,245.0,1562.99,Reliance,6.54,2022,9,6.38
3007,VH476,2022-09-19,Petrol,49.04,321.1,3144.91,Indian Oil,6.55,2022,9,9.79
3008,VH067,2022-09-19,Diesel,28.4,318.9,2752.07,Reliance,11.23,2022,9,8.63
3009,VH350,2022-09-19,CNG,44.16,454.5,5590.58,BPCL,10.29,2022,9,12.3
3010,VH385,2022-09-19,Diesel,23.96,426.0,3650.58,Shell,17.78,2022,9,8.57
3011,VH059,2022-09-20,Diesel,21.11,563.4,2555.59,Indian Oil,26.69,2022,9,4.54
3012,VH115,2022-09-20,Diesel,31.21,566.3,5917.13,Indian Oil,18.14,2022,9,10.45
3013,VH116,2022-09-20,Petrol,32.51,486.4,2610.35,BPCL,14.96,2022,9,5.37
3014,VH237,2022-09-20,Petrol,49.25,495.5,4933.61,Indian Oil,10.06,2022,9,9.96
3015,VH047,2022-09-20,Petrol,35.7,621.2,4422.98,Shell,17.4,2022,9,7.12
3016,VH109,2022-09-21,Diesel,18.66,398.5,3580.03,BPCL,21.36,2022,9,8.98
3018,VH113,2022-09-21,Petrol,36.12,306.5,5425.72,BPCL,8.49,2022,9,17.7
3019,VH033,2022-09-21,Diesel,29.92,217.7,3637.87,BPCL,7.28,2022,9,16.71
3020,VH399,2022-09-21,Diesel,51.1,396.7,3189.11,Indian Oil,7.76,2022,9,8.04
3021,VH280,2022-09-22,Petrol,21.95,378.9,3094.13,HP,17.26,2022,9,8.17
3022,VH292,2022-09-22,Diesel,56.09,452.0,2741.41,Indian Oil,8.06,2022,9,6.07
3023,VH316,2022-09-22,Petrol,30.03,577.5,3340.35,HP,19.23,2022,9,5.78
3024,VH162,2022-09-22,Diesel,35.74,476.5,2039.63,BPCL,13.33,2022,9,4.28
3025,VH090,2022-09-23,Diesel,56.82,312.9,1793.05,BPCL,5.51,2022,9,5.73
3026,VH051,2022-09-23,Petrol,49.26,579.6,3936.6,Reliance,11.77,2022,9,6.79
3027,VH424,2022-09-23,Diesel,18.34,534.0,3544.18,Indian Oil,29.12,2022,9,6.64
3028,VH406,2022-09-23,Petrol,41.02,295.8,2280.27,Reliance,7.21,2022,9,7.71
3029,VH144,2022-09-23,Petrol,28.97,691.4,1980.6,Shell,23.87,2022,9,2.86
3030,VH104,2022-09-24,Diesel,37.88,288.7,2144.7,BPCL,7.62,2022,9,7.43
3031,VH170,2022-09-24,CNG,48.43,585.9,2918.6,Reliance,12.1,2022,9,4.98
3032,VH016,2022-09-24,Petrol,37.33,684.1,3531.68,Shell,18.33,2022,9,5.16
3033,VH133,2022-09-24,Petrol,18.2,562.8,2370.08,HP,30.92,2022,9,4.21
3034,VH499,2022-09-24,Diesel,38.85,532.9,4900.31,Indian Oil,13.72,2022,9,9.2
3036,VH170,2022-09-25,Petrol,30.68,334.6,2058.57,Indian Oil,10.91,2022,9,6.15
3037,VH472,2022-09-25,Petrol,36.51,338.6,5975.5,BPCL,9.27,2022,9,17.65
3038,VH030,2022-09-25,Diesel,44.01,520.6,3514.7,HP,11.83,2022,9,6.75
3039,VH485,2022-09-25,CNG,37.78,641.1,2265.03,BPCL,16.97,2022,9,3.53
3040,VH160,2022-09-26,Petrol,21.84,508.7,5525.51,Shell,23.29,2022,9,10.86
3041,VH437,2022-09-26,Diesel,56.95,688.5,2539.91,HP,12.09,2022,9,3.69
3042,VH147,2022-09-26,Petrol,44.26,311.5,5665.11,Shell,7.04,2022,9,18.19
3043,VH307,2022-09-26,Diesel,29.26,452.0,2035.32,Indian Oil,15.45,2022,9,4.5
3044,VH237,2022-09-26,Petrol,58.47,663.6,5288.17,BPCL,11.35,2022,9,7.97
3045,VH412,2022-09-27,Petrol,54.72,413.5,2329.2,Indian Oil,7.56,2022,9,5.63
3046,VH175,2022-09-27,Diesel,21.46,681.0,5722.52,HP,31.73,2022,9,8.4
3047,VH072,2022-09-27,Petrol,44.49,301.1,4084.1,Reliance,6.77,2022,9,13.56
3048,VH384,2022-09-27,Petrol,40.2,676.4,2354.61,Indian Oil,16.83,2022,9,3.48
3049,VH363,2022-09-28,CNG,37.39,651.4,5301.69,HP,17.42,2022,9,8.14
3050,VH127,2022-09-28,CNG,25.51,233.1,3257.59,HP,9.14,2022,9,13.98
3051,VH385,2022-09-28,Petrol,40.37,460.7,4797.66,Shell,11.41,2022,9,10.41
3052,VH196,2022-09-28,Diesel,37.39,464.4,4395.48,Indian Oil,12.42,2022,9,9.46
3054,VH150,2022-09-29,Diesel,19.4,219.8,3046.72,Indian Oil,11.33,2022,9,13.86
3056,VH094,2022-09-29,Diesel,52.82,462.3,4019.16,HP,8.75,2022,9,8.69
3057,VH058,2022-09-29,Diesel,48.24,431.9,1849.02,BPCL,8.95,2022,9,4.28
3058,VH219,2022-09-29,Petrol,26.82,670.2,1800.3,Reliance,24.99,2022,9,2.69
3059,VH219,2022-09-30,Petrol,47.17,371.2,4822.03,BPCL,7.87,2022,9,12.99
3060,VH013,2022-09-30,Diesel,34.74,529.1,5324.88,Indian Oil,15.23,2022,9,10.06
3062,VH283,2022-09-30,Petrol,29.06,531.8,2748.74,Indian Oil,18.3,2022,9,5.17
3063,VH423,2022-09-30,Petrol,52.61,656.7,2516.57,BPCL,12.48,2022,9,3.83
3064,VH486,2022-10-01,Petrol,16.83,377.4,4044.46,Indian Oil,22.42,2022,10,10.72
3065,VH377,2022-10-01,Petrol,46.12,357.0,2385.51,HP,7.74,2022,10,6.68
3066,VH456,2022-10-01,Petrol,52.29,513.0,3205.95,HP,9.81,2022,10,6.25
3067,VH140,2022-10-01,Petrol,44.09,364.3,4329.11,Indian Oil,8.26,2022,10,11.88
3068,VH408,2022-10-01,Diesel,23.64,401.2,2782.1,Indian Oil,16.97,2022,10,6.93
3069,VH274,2022-10-02,Diesel,27.82,336.6,3189.48,Reliance,12.1,2022,10,9.48
3070,VH119,2022-10-02,Petrol,38.17,372.4,3122.33,Indian Oil,9.76,2022,10,8.38
3071,VH271,2022-10-02,CNG,29.83,539.7,3572.36,Shell,18.09,2022,10,6.62
3073,VH400,2022-10-03,Diesel,16.83,491.6,5020.57,HP,29.21,2022,10,10.21
3075,VH330,2022-10-03,Petrol,18.77,331.9,1617.76,HP,17.68,2022,10,4.87
3076,VH047,2022-10-03,Petrol,56.76,676.1,5535.78,Shell,11.91,2022,10,8.19
3077,VH152,2022-10-03,Petrol,34.92,655.2,4115.35,BPCL,18.76,2022,10,6.28
3078,VH173,2022-10-04,Petrol,49.12,257.8,5641.11,HP,5.25,2022,10,21.88
3079,VH275,2022-10-04,Petrol,20.65,654.2,5837.43,Indian Oil,31.68,2022,10,8.92
3080,VH347,2022-10-04,Diesel,56.69,682.3,3605.31,Indian Oil,12.04,2022,10,5.28
3081,VH237,2022-10-04,Petrol,16.52,362.3,5623.65,BPCL,21.93,2022,10,15.52
3082,VH425,2022-10-04,CNG,16.9,550.5,3144.24,Reliance,32.57,2022,10,5.71
3083,VH031,2022-10-05,Diesel,17.46,480.0,2671.7,Shell,27.49,2022,10,5.57
3084,VH213,2022-10-05,Diesel,19.65,452.0,1831.34,HP,23.0,2022,10,4.05
3085,VH272,2022-10-05,Petrol,36.91,276.7,3533.24,HP,7.5,2022,10,12.77
3086,VH407,2022-10-05,Diesel,50.47,383.5,4599.09,Shell,7.6,2022,10,11.99
3087,VH078,2022-10-05,Petrol,27.82,663.9,5895.76,HP,23.86,2022,10,8.88
3088,VH279,2022-10-06,Petrol,48.56,605.6,3845.89,BPCL,12.47,2022,10,6.35
3089,VH041,2022-10-06,Diesel,49.83,365.3,4805.14,Reliance,7.33,2022,10,13.15
3090,VH146,2022-10-06,Petrol,55.87,473.8,5532.66,BPCL,8.48,2022,10,11.68
3091,VH420,2022-10-06,Diesel,21.72,403.0,3944.33,Reliance,18.55,2022,10,9.79
3092,VH012,2022-10-06,Diesel,21.1,433.1,2250.44,Indian Oil,20.53,2022,10,5.2
3093,VH248,2022-10-07,Petrol,20.49,580.6,5316.94,Reliance,28.34,2022,10,9.16
3094,VH229,2022-10-07,Diesel,31.17,471.5,4083.78,Reliance,15.13,2022,10,8.66
3095,VH331,2022-10-07,Diesel,37.02,290.5,4913.3,Reliance,7.85,2022,10,16.91
3096,VH453,2022-10-07,Petrol,35.77,334.5,4463.15,HP,9.35,2022,10,13.34
3097,VH179,2022-10-08,Diesel,26.57,483.9,1774.67,Reliance,18.21,2022,10,3.67
3098,VH341,2022-10-08,CNG,42.99,546.4,2261.02,Shell,12.71,2022,10,4.14
3099,VH160,2022-10-08,Diesel,30.22,452.0,2788.12,Indian Oil,14.96,2022,10,6.17
3100,VH221,2022-10-08,Diesel,31.47,510.1,2781.19,Indian Oil,16.21,2022,10,5.45
3101,VH327,2022-10-08,Diesel,19.75,594.7,5276.39,HP,30.11,2022,10,8.87
3102,VH164,2022-10-09,Diesel,41.65,472.7,4192.08,BPCL,11.35,2022,10,8.87
3103,VH168,2022-10-09,Diesel,44.49,688.6,1875.19,Shell,15.48,2022,10,2.72
3104,VH382,2022-10-09,Petrol,49.11,317.8,3242.39,BPCL,6.47,2022,10,10.2
3105,VH219,2022-10-09,Petrol,55.68,659.8,4003.49,Reliance,11.85,2022,10,6.07
3106,VH070,2022-10-09,CNG,49.47,323.8,2631.76,BPCL,6.55,2022,10,8.13
3107,VH422,2022-10-10,Petrol,25.61,465.8,1679.25,Shell,18.19,2022,10,3.61
3108,VH438,2022-10-10,Diesel,25.6,428.0,3211.19,HP,16.72,2022,10,7.5
3109,VH260,2022-10-10,Diesel,56.18,386.4,3575.35,HP,6.88,2022,10,9.25
3110,VH430,2022-10-10,Petrol,50.56,681.4,5571.44,Reliance,13.48,2022,10,8.18
3111,VH063,2022-10-10,Diesel,50.2,336.2,5587.65,Shell,6.7,2022,10,16.62
3112,VH483,2022-10-11,Petrol,47.39,537.4,3751.81,HP,11.34,2022,10,6.98
3113,VH458,2022-10-11,CNG,27.02,602.0,3621.73,Reliance,22.28,2022,10,6.02
3114,VH246,2022-10-11,Petrol,53.13,298.5,4382.26,BPCL,5.62,2022,10,14.68
3115,VH486,2022-10-11,Petrol,21.43,686.6,2661.56,Shell,32.04,2022,10,3.88
3116,VH050,2022-10-11,Diesel,30.75,473.3,2785.71,HP,15.39,2022,10,5.89
3117,VH286,2022-10-12,Diesel,37.39,657.2,1511.51,Shell,17.58,2022,10,2.3
3118,VH234,2022-10-12,Petrol,40.21,531.9,1851.95,HP,13.23,2022,10,3.48
3119,VH457,2022-10-12,Petrol,35.85,524.7,2303.27,HP,14.64,2022,10,4.39
3120,VH016,2022-10-12,Petrol,35.69,372.8,4382.58,Shell,10.45,2022,10,11.76
3121,VH436,2022-10-13,Petrol,39.91,585.3,2456.96,HP,14.67,2022,10,4.2
3122,VH004,2022-10-13,Diesel,33.69,214.9,2058.36,BPCL,6.38,2022,10,9.58
3123,VH282,2022-10-13,Petrol,26.25,477.9,4273.37,Reliance,18.21,2022,10,8.94
3124,VH157,2022-10-13,Diesel,37.39,216.1,4432.88,Indian Oil,5.78,2022,10,20.51
3125,VH220,2022-10-13,Diesel,50.58,353.4,1768.53,Shell,6.99,2022,10,5.0
3126,VH395,2022-10-14,CNG,36.55,248.1,4978.04,Shell,6.79,2022,10,20.06
3127,VH348,2022-10-14,Diesel,44.23,655.8,4227.71,Reliance,14.83,2022,10,6.45
3128,VH364,2022-10-14,Petrol,39.09,514.1,3286.79,BPCL,13.15,2022,10,6.39
3129,VH480,2022-10-14,Petrol,17.65,534.3,5924.32,Indian Oil,30.27,2022,10,11.09
3130,VH408,2022-10-14,CNG,34.04,625.6,1545.9,BPCL,18.38,2022,10,2.47
3132,VH042,2022-10-15,Diesel,44.78,262.1,2218.67,Indian Oil,5.85,2022,10,8.46
3133,VH423,2022-10-15,CNG,37.87,508.8,2982.0,HP,13.44,2022,10,5.86
3134,VH135,2022-10-15,Diesel,20.71,689.1,2099.41,Shell,33.27,2022,10,3.05
3135,VH274,2022-10-15,CNG,39.4,307.1,4506.97,BPCL,7.79,2022,10,14.68
3136,VH259,2022-10-16,Diesel,55.43,509.9,3307.07,Reliance,9.2,2022,10,6.49
3137,VH191,2022-10-16,CNG,30.32,481.8,5938.35,HP,15.89,2022,10,12.33
3138,VH256,2022-10-16,CNG,59.21,395.8,4442.31,Indian Oil,6.68,2022,10,11.22
3139,VH236,2022-10-16,Petrol,58.17,677.3,5628.01,Shell,11.64,2022,10,8.31
3140,VH494,2022-10-16,CNG,50.34,378.2,2583.72,Reliance,7.51,2022,10,6.83
3142,VH354,2022-10-17,Petrol,33.47,681.3,3132.07,BPCL,20.36,2022,10,4.6
3143,VH478,2022-10-17,Diesel,33.11,564.6,5273.32,Reliance,17.05,2022,10,9.34
3144,VH073,2022-10-17,Diesel,57.95,371.2,2452.54,BPCL,6.41,2022,10,6.61
3145,VH074,2022-10-18,CNG,31.48,340.3,5760.24,Indian Oil,10.81,2022,10,16.93
3146,VH123,2022-10-18,Petrol,19.36,664.0,1696.11,Shell,34.3,2022,10,2.55
3147,VH070,2022-10-18,Petrol,21.87,336.8,5504.36,Indian Oil,15.4,2022,10,16.34
3148,VH401,2022-10-18,Petrol,46.97,468.6,3531.36,BPCL,9.98,2022,10,7.54
3149,VH079,2022-10-18,Diesel,32.23,307.5,3866.54,Indian Oil,9.54,2022,10,12.57
3150,VH481,2022-10-19,Diesel,23.97,452.0,5988.29,Shell,18.86,2022,10,13.25
3151,VH248,2022-10-19,Petrol,51.62,584.8,5415.22,Shell,11.33,2022,10,9.26
3152,VH187,2022-10-19,Diesel,36.99,483.8,5568.1,Reliance,13.08,2022,10,11.51
3153,VH438,2022-10-19,Petrol,40.54,572.9,4134.91,BPCL,14.13,2022,10,7.22
3154,VH141,2022-10-19,Diesel,21.93,658.2,5803.54,Indian Oil,30.01,2022,10,8.82
3155,VH298,2022-10-20,Petrol,23.67,681.6,4595.12,Reliance,28.8,2022,10,6.74
3156,VH044,2022-10-20,Diesel,20.66,593.0,5186.97,Reliance,28.7,2022,10,8.75
3157,VH247,2022-10-20,Petrol,38.15,624.5,4744.2,Indian Oil,16.37,2022,10,7.6
3158,VH470,2022-10-20,Petrol,49.9,398.9,5014.11,BPCL,7.99,2022,10,12.57
3159,VH336,2022-10-20,CNG,47.95,395.9,4370.87,BPCL,8.26,2022,10,11.04
3160,VH226,2022-10-21,Diesel,26.76,604.1,4768.84,Shell,22.57,2022,10,7.89
3161,VH067,2022-10-21,Diesel,53.32,579.8,3461.72,BPCL,10.87,2022,10,5.97
3162,VH456,2022-10-21,Diesel,19.75,650.5,4680.9,Reliance,32.94,2022,10,7.2
3163,VH276,2022-10-21,Diesel,20.13,266.5,2745.65,Shell,13.24,2022,10,10.3
3164,VH253,2022-10-21,Diesel,53.22,545.4,4357.23,HP,10.25,2022,10,7.99
3165,VH303,2022-10-22,Diesel,26.0,523.8,3856.89,Shell,20.15,2022,10,7.36
3166,VH280,2022-10-22,Diesel,46.87,599.3,5543.42,Reliance,12.79,2022,10,9.25
3167,VH179,2022-10-22,Petrol,15.41,212.3,4529.5,Indian Oil,13.78,2022,10,21.34
3168,VH402,2022-10-22,Petrol,19.21,613.1,4184.79,Indian Oil,31.92,2022,10,6.83
3169,VH279,2022-10-23,CNG,42.42,363.2,2908.83,Indian Oil,8.56,2022,10,8.01
3170,VH129,2022-10-23,CNG,23.21,543.6,5382.62,Reliance,23.42,2022,10,9.9
3171,VH379,2022-10-23,Petrol,16.27,508.3,1743.71,Shell,31.24,2022,10,3.43
3172,VH115,2022-10-23,Petrol,36.01,420.1,5548.88,Indian Oil,11.67,2022,10,13.21
3173,VH322,2022-10-23,Petrol,29.87,573.0,4438.4,BPCL,19.18,2022,10,7.75
3174,VH389,2022-10-24,Diesel,51.1,680.6,2352.72,HP,13.32,2022,10,3.46
3175,VH274,2022-10-24,Petrol,51.85,361.7,5563.48,Indian Oil,6.98,2022,10,15.38
3176,VH464,2022-10-24,Diesel,37.39,574.2,2968.59,Indian Oil,15.36,2022,10,5.17
3177,VH202,2022-10-24,CNG,28.19,357.3,2257.23,HP,12.67,2022,10,6.32
3178,VH117,2022-10-24,CNG,35.77,622.8,2936.16,BPCL,17.41,2022,10,4.71
3179,VH477,2022-10-25,Petrol,46.6,418.6,5824.83,HP,8.98,2022,10,13.92
3180,VH035,2022-10-25,CNG,18.12,424.6,4887.41,Indian Oil,23.43,2022,10,11.51
3181,VH409,2022-10-25,Diesel,29.96,585.9,5625.57,Indian Oil,19.56,2022,10,9.6
3182,VH106,2022-10-25,Petrol,52.01,448.1,2844.92,Shell,8.62,2022,10,6.35
3183,VH249,2022-10-25,Petrol,37.39,333.3,1870.98,Reliance,8.91,2022,10,5.61
3184,VH152,2022-10-26,Diesel,43.11,452.0,4032.4,Shell,10.48,2022,10,8.92
3185,VH141,2022-10-26,CNG,19.34,510.1,3673.5,Shell,26.38,2022,10,7.2
3186,VH405,2022-10-26,Petrol,49.97,522.6,4742.72,Shell,10.46,2022,10,9.08
3187,VH490,2022-10-26,Petrol,19.52,523.3,3942.04,Shell,26.81,2022,10,7.53
3188,VH491,2022-10-26,Diesel,53.77,641.7,3284.1,Shell,11.93,2022,10,5.12
3189,VH295,2022-10-27,CNG,19.8,291.9,1521.09,BPCL,14.74,2022,10,5.21
3190,VH162,2022-10-27,CNG,37.39,229.6,3604.86,Reliance,6.14,2022,10,15.7
3191,VH147,2022-10-27,Petrol,31.37,393.4,2042.89,Reliance,12.54,2022,10,5.19
3192,VH412,2022-10-27,Petrol,43.1,482.5,5649.0,Reliance,11.19,2022,10,11.71
3193,VH256,2022-10-28,CNG,53.09,342.9,5647.68,BPCL,6.46,2022,10,16.47
3195,VH370,2022-10-28,CNG,26.96,237.0,2210.4,BPCL,8.79,2022,10,9.33
3196,VH218,2022-10-28,CNG,55.88,595.4,2163.47,Indian Oil,10.65,2022,10,3.63
3197,VH139,2022-10-28,Petrol,32.47,559.0,4034.9,Reliance,17.22,2022,10,7.22
3198,VH177,2022-10-29,Diesel,46.79,307.0,4773.58,HP,6.56,2022,10,15.55
3199,VH291,2022-10-29,Petrol,21.3,349.2,5570.43,Shell,16.39,2022,10,15.95
3200,VH340,2022-10-29,Diesel,45.53,603.5,5523.15,Indian Oil,13.25,2022,10,9.15
3201,VH076,2022-10-29,Diesel,18.29,586.7,2198.97,Indian Oil,32.08,2022,10,3.75
3202,VH057,2022-10-29,CNG,47.28,606.9,5979.63,Shell,12.84,2022,10,9.85
3203,VH028,2022-10-30,CNG,29.57,361.1,2205.59,Indian Oil,12.21,2022,10,6.11
3204,VH322,2022-10-30,Petrol,35.96,684.8,5280.53,BPCL,19.04,2022,10,7.71
3205,VH321,2022-10-30,Petrol,22.48,557.7,4141.26,Indian Oil,24.81,2022,10,7.43
3206,VH457,2022-10-30,Diesel,43.25,232.6,4552.29,Reliance,5.38,2022,10,19.57
3207,VH150,2022-10-30,CNG,30.19,438.9,4217.87,Reliance,14.54,2022,10,9.61
3208,VH307,2022-10-31,Diesel,32.25,532.3,5413.57,HP,16.51,2022,10,10.17
3209,VH488,2022-10-31,CNG,44.35,284.3,4366.94,Reliance,6.41,2022,10,15.36
3210,VH347,2022-10-31,Diesel,23.05,650.9,5318.99,Shell,28.24,2022,10,8.17
3211,VH393,2022-10-31,Petrol,53.34,577.1,2194.66,Shell,10.82,2022,10,3.8
3213,VH164,2022-11-01,Petrol,41.0,656.6,5968.29,BPCL,16.01,2022,11,9.09
3214,VH182,2022-11-01,Diesel,20.77,402.2,4476.78,Reliance,19.36,2022,11,11.13
3215,VH240,2022-11-01,CNG,45.92,426.2,5893.62,BPCL,9.28,2022,11,13.83
3217,VH242,2022-11-02,CNG,51.2,522.0,5231.77,Reliance,10.2,2022,11,10.02
3218,VH066,2022-11-02,Petrol,28.67,418.8,2260.71,HP,14.61,2022,11,5.4
3219,VH171,2022-11-02,Petrol,20.27,329.8,3821.74,Shell,16.27,2022,11,11.59
3220,VH133,2022-11-02,Diesel,22.4,458.4,4488.16,HP,20.46,2022,11,9.79
3221,VH081,2022-11-02,Petrol,58.34,489.6,4471.18,Shell,8.39,2022,11,9.13
3222,VH165,2022-11-03,CNG,49.82,515.5,4518.87,Indian Oil,10.35,2022,11,8.77
3223,VH442,2022-11-03,Diesel,25.7,502.5,2944.16,Indian Oil,19.55,2022,11,5.86
3224,VH063,2022-11-03,Petrol,37.39,508.7,5881.74,Indian Oil,13.61,2022,11,11.56
3225,VH355,2022-11-03,Diesel,21.31,437.9,1529.49,HP,20.55,2022,11,3.49
3226,VH051,2022-11-03,CNG,48.01,480.9,4294.49,BPCL,10.02,2022,11,8.93
3227,VH072,2022-11-04,Diesel,44.55,344.3,5397.49,Shell,7.73,2022,11,15.68
3228,VH043,2022-11-04,Petrol,51.97,279.2,5510.01,Indian Oil,5.37,2022,11,19.73
3229,VH323,2022-11-04,Petrol,32.18,503.5,4740.92,HP,15.65,2022,11,9.42
3230,VH451,2022-11-04,Petrol,33.08,223.5,4086.65,Shell,6.76,2022,11,18.28
3231,VH321,2022-11-04,Petrol,43.11,232.6,3558.01,Indian Oil,5.4,2022,11,15.3
3232,VH318,2022-11-05,CNG,32.92,323.7,3522.82,Indian Oil,9.83,2022,11,10.88
3233,VH216,2022-11-05,Petrol,16.86,297.2,3412.95,Indian Oil,17.63,2022,11,11.48
3234,VH493,2022-11-05,Diesel,47.84,387.1,4649.52,HP,8.09,2022,11,12.01
3235,VH191,2022-11-05,Diesel,37.39,385.6,4790.44,BPCL,10.31,2022,11,12.42
3236,VH158,2022-11-05,CNG,34.07,258.4,3816.43,Indian Oil,7.58,2022,11,14.77
3237,VH490,2022-11-06,Petrol,28.63,452.0,4833.65,Indian Oil,15.79,2022,11,10.69
